Policy snapshot for mountaincar
Format: state -> best action | action probabilities
state=(0.46153847987835217, 0.06641025669299638): best=1 (0.386) | probs: 0:0.238, 1:0.386, 2:0.376
state=(0.46153847987835217, 0.07000000029802322): best=1 (0.387) | probs: 0:0.238, 1:0.387, 2:0.375
state=(0.5076923278661873, -0.07000000029802322): best=2 (0.414) | probs: 0:0.244, 1:0.342, 2:0.414
state=(0.5076923278661873, -0.0664102566929964): best=2 (0.414) | probs: 0:0.242, 1:0.344, 2:0.414
state=(0.5076923278661873, -0.06282051308796956): best=2 (0.413) | probs: 0:0.241, 1:0.346, 2:0.413
state=(0.5076923278661873, -0.05923076948294273): best=2 (0.412) | probs: 0:0.240, 1:0.348, 2:0.412
state=(0.5076923278661873, -0.055641025877915896): best=2 (0.411) | probs: 0:0.238, 1:0.350, 2:0.411
state=(0.5076923278661873, -0.05205128227288906): best=2 (0.410) | probs: 0:0.237, 1:0.352, 2:0.410
state=(0.5076923278661873, -0.048461538667862236): best=2 (0.410) | probs: 0:0.236, 1:0.354, 2:0.410
state=(0.5076923278661873, -0.0448717950628354): best=2 (0.409) | probs: 0:0.235, 1:0.356, 2:0.409
state=(0.5076923278661873, -0.04128205145780857): best=2 (0.408) | probs: 0:0.234, 1:0.358, 2:0.408
state=(0.5076923278661873, -0.037692307852781735): best=2 (0.407) | probs: 0:0.233, 1:0.360, 2:0.407
state=(0.5076923278661873, -0.0341025642477549): best=2 (0.407) | probs: 0:0.232, 1:0.362, 2:0.407
state=(0.5076923278661873, -0.030512820642728075): best=2 (0.406) | probs: 0:0.231, 1:0.363, 2:0.406
state=(0.5076923278661873, -0.02692307703770124): best=2 (0.405) | probs: 0:0.230, 1:0.365, 2:0.405
state=(0.5076923278661873, -0.023333333432674408): best=2 (0.404) | probs: 0:0.229, 1:0.367, 2:0.404
state=(0.5076923278661873, -0.01974358982764758): best=2 (0.404) | probs: 0:0.228, 1:0.368, 2:0.404
state=(0.5076923278661873, -0.016153846222620748): best=2 (0.403) | probs: 0:0.227, 1:0.370, 2:0.403
state=(0.5076923278661873, -0.012564102617593914): best=2 (0.402) | probs: 0:0.226, 1:0.371, 2:0.402
state=(0.5076923278661873, -0.00897435901256708): best=2 (0.401) | probs: 0:0.226, 1:0.373, 2:0.401
state=(0.5076923278661873, -0.005384615407540247): best=2 (0.401) | probs: 0:0.225, 1:0.374, 2:0.401
state=(0.5076923278661873, -0.0017948718025134203): best=2 (0.400) | probs: 0:0.224, 1:0.376, 2:0.400
state=(0.5076923278661873, 0.0017948718025134203): best=2 (0.399) | probs: 0:0.224, 1:0.377, 2:0.399
state=(0.5076923278661873, 0.005384615407540247): best=2 (0.399) | probs: 0:0.223, 1:0.378, 2:0.399
state=(0.5076923278661873, 0.008974359012567074): best=2 (0.398) | probs: 0:0.222, 1:0.380, 2:0.398
state=(0.5076923278661873, 0.012564102617593914): best=2 (0.397) | probs: 0:0.222, 1:0.381, 2:0.397
state=(0.5076923278661873, 0.01615384622262074): best=2 (0.397) | probs: 0:0.221, 1:0.382, 2:0.397
state=(0.5076923278661873, 0.019743589827647567): best=2 (0.396) | probs: 0:0.221, 1:0.383, 2:0.396
state=(0.5076923278661873, 0.023333333432674408): best=2 (0.395) | probs: 0:0.221, 1:0.384, 2:0.395
state=(0.5076923278661873, 0.026923077037701235): best=2 (0.395) | probs: 0:0.220, 1:0.385, 2:0.395
state=(0.5076923278661873, 0.03051282064272806): best=2 (0.394) | probs: 0:0.220, 1:0.386, 2:0.394
state=(0.5076923278661873, 0.0341025642477549): best=2 (0.394) | probs: 0:0.219, 1:0.387, 2:0.394
state=(0.5076923278661873, 0.03769230785278173): best=2 (0.393) | probs: 0:0.219, 1:0.388, 2:0.393
state=(0.5076923278661873, 0.04128205145780857): best=2 (0.392) | probs: 0:0.219, 1:0.389, 2:0.392
state=(0.5076923278661873, 0.044871795062835396): best=2 (0.392) | probs: 0:0.219, 1:0.389, 2:0.392
state=(0.5076923278661873, 0.04846153866786222): best=2 (0.391) | probs: 0:0.218, 1:0.390, 2:0.391
state=(0.5076923278661873, 0.05205128227288906): best=2 (0.391) | probs: 0:0.218, 1:0.391, 2:0.391
state=(0.5076923278661873, 0.05564102587791589): best=1 (0.391) | probs: 0:0.218, 1:0.391, 2:0.390
state=(0.5076923278661873, 0.05923076948294273): best=1 (0.392) | probs: 0:0.218, 1:0.392, 2:0.390
state=(0.5076923278661873, 0.06282051308796954): best=1 (0.393) | probs: 0:0.218, 1:0.393, 2:0.389
state=(0.5076923278661873, 0.06641025669299638): best=1 (0.393) | probs: 0:0.218, 1:0.393, 2:0.389
state=(0.5076923278661873, 0.07000000029802322): best=1 (0.393) | probs: 0:0.218, 1:0.393, 2:0.388
state=(0.5538461758540225, -0.07000000029802322): best=2 (0.418) | probs: 0:0.239, 1:0.343, 2:0.418
state=(0.5538461758540225, -0.0664102566929964): best=2 (0.417) | probs: 0:0.238, 1:0.345, 2:0.417
state=(0.5538461758540225, -0.06282051308796956): best=2 (0.416) | probs: 0:0.237, 1:0.347, 2:0.416
state=(0.5538461758540225, -0.05923076948294273): best=2 (0.415) | probs: 0:0.235, 1:0.349, 2:0.415
state=(0.5538461758540225, -0.055641025877915896): best=2 (0.414) | probs: 0:0.234, 1:0.351, 2:0.414
state=(0.5538461758540225, -0.05205128227288906): best=2 (0.414) | probs: 0:0.233, 1:0.353, 2:0.414
state=(0.5538461758540225, -0.048461538667862236): best=2 (0.413) | probs: 0:0.232, 1:0.355, 2:0.413
state=(0.5538461758540225, -0.0448717950628354): best=2 (0.412) | probs: 0:0.231, 1:0.357, 2:0.412
state=(0.5538461758540225, -0.04128205145780857): best=2 (0.411) | probs: 0:0.230, 1:0.359, 2:0.411
state=(0.5538461758540225, -0.037692307852781735): best=2 (0.411) | probs: 0:0.229, 1:0.361, 2:0.411
state=(0.5538461758540225, -0.0341025642477549): best=2 (0.410) | probs: 0:0.228, 1:0.363, 2:0.410
state=(0.5538461758540225, -0.030512820642728075): best=2 (0.409) | probs: 0:0.227, 1:0.364, 2:0.409
state=(0.5538461758540225, -0.02692307703770124): best=2 (0.408) | probs: 0:0.226, 1:0.366, 2:0.408
state=(0.5538461758540225, -0.023333333432674408): best=2 (0.408) | probs: 0:0.225, 1:0.368, 2:0.408
state=(0.5538461758540225, -0.01974358982764758): best=2 (0.407) | probs: 0:0.224, 1:0.369, 2:0.407
state=(0.5538461758540225, -0.016153846222620748): best=2 (0.406) | probs: 0:0.223, 1:0.371, 2:0.406
state=(0.5538461758540225, -0.012564102617593914): best=2 (0.405) | probs: 0:0.222, 1:0.372, 2:0.405
state=(0.5538461758540225, -0.00897435901256708): best=2 (0.405) | probs: 0:0.222, 1:0.374, 2:0.405
state=(0.5538461758540225, -0.005384615407540247): best=2 (0.404) | probs: 0:0.221, 1:0.375, 2:0.404
state=(0.5538461758540225, -0.0017948718025134203): best=2 (0.403) | probs: 0:0.220, 1:0.376, 2:0.403
state=(0.5538461758540225, 0.0017948718025134203): best=2 (0.403) | probs: 0:0.220, 1:0.378, 2:0.403
state=(0.5538461758540225, 0.005384615407540247): best=2 (0.402) | probs: 0:0.219, 1:0.379, 2:0.402
state=(0.5538461758540225, 0.008974359012567074): best=2 (0.401) | probs: 0:0.219, 1:0.380, 2:0.401
state=(0.5538461758540225, 0.012564102617593914): best=2 (0.401) | probs: 0:0.218, 1:0.381, 2:0.401
state=(0.5538461758540225, 0.01615384622262074): best=2 (0.400) | probs: 0:0.218, 1:0.382, 2:0.400
state=(0.5538461758540225, 0.019743589827647567): best=2 (0.399) | probs: 0:0.217, 1:0.384, 2:0.399
state=(0.5538461758540225, 0.023333333432674408): best=2 (0.399) | probs: 0:0.217, 1:0.385, 2:0.399
state=(0.5538461758540225, 0.026923077037701235): best=2 (0.398) | probs: 0:0.216, 1:0.386, 2:0.398
state=(0.5538461758540225, 0.03051282064272806): best=2 (0.398) | probs: 0:0.216, 1:0.386, 2:0.398
state=(0.5538461758540225, 0.0341025642477549): best=2 (0.397) | probs: 0:0.216, 1:0.387, 2:0.397
state=(0.5538461758540225, 0.03769230785278173): best=2 (0.396) | probs: 0:0.215, 1:0.388, 2:0.396
state=(0.5538461758540225, 0.04128205145780857): best=2 (0.396) | probs: 0:0.215, 1:0.389, 2:0.396
state=(0.5538461758540225, 0.044871795062835396): best=2 (0.395) | probs: 0:0.215, 1:0.390, 2:0.395
state=(0.5538461758540225, 0.04846153866786222): best=2 (0.395) | probs: 0:0.215, 1:0.390, 2:0.395
state=(0.5538461758540225, 0.05205128227288906): best=2 (0.394) | probs: 0:0.215, 1:0.391, 2:0.394
state=(0.5538461758540225, 0.05564102587791589): best=2 (0.394) | probs: 0:0.215, 1:0.392, 2:0.394
state=(0.5538461758540225, 0.05923076948294273): best=2 (0.393) | probs: 0:0.214, 1:0.392, 2:0.393
state=(0.5538461758540225, 0.06282051308796954): best=2 (0.393) | probs: 0:0.214, 1:0.393, 2:0.393
state=(0.5538461758540225, 0.06641025669299638): best=1 (0.393) | probs: 0:0.214, 1:0.393, 2:0.392
state=(0.5538461758540225, 0.07000000029802322): best=1 (0.394) | probs: 0:0.214, 1:0.394, 2:0.392
state=(0.6000000238418579, -0.07000000029802322): best=2 (0.410) | probs: 0:0.252, 1:0.338, 2:0.410
state=(0.6000000238418579, -0.0664102566929964): best=2 (0.409) | probs: 0:0.250, 1:0.341, 2:0.409
state=(0.6000000238418579, -0.06282051308796956): best=2 (0.409) | probs: 0:0.249, 1:0.343, 2:0.409
state=(0.6000000238418579, -0.05923076948294273): best=2 (0.408) | probs: 0:0.248, 1:0.345, 2:0.408
state=(0.6000000238418579, -0.055641025877915896): best=2 (0.407) | probs: 0:0.246, 1:0.347, 2:0.407
state=(0.6000000238418579, -0.05205128227288906): best=2 (0.406) | probs: 0:0.245, 1:0.349, 2:0.406
state=(0.6000000238418579, -0.048461538667862236): best=2 (0.406) | probs: 0:0.244, 1:0.351, 2:0.406
state=(0.6000000238418579, -0.0448717950628354): best=2 (0.405) | probs: 0:0.243, 1:0.352, 2:0.405
state=(0.6000000238418579, -0.04128205145780857): best=2 (0.404) | probs: 0:0.242, 1:0.354, 2:0.404
state=(0.6000000238418579, -0.037692307852781735): best=2 (0.403) | probs: 0:0.241, 1:0.356, 2:0.403
state=(0.6000000238418579, -0.0341025642477549): best=2 (0.403) | probs: 0:0.240, 1:0.358, 2:0.403
state=(0.6000000238418579, -0.030512820642728075): best=2 (0.402) | probs: 0:0.239, 1:0.359, 2:0.402
state=(0.6000000238418579, -0.02692307703770124): best=2 (0.401) | probs: 0:0.238, 1:0.361, 2:0.401
state=(0.6000000238418579, -0.023333333432674408): best=2 (0.401) | probs: 0:0.237, 1:0.363, 2:0.401
state=(0.6000000238418579, -0.01974358982764758): best=2 (0.400) | probs: 0:0.236, 1:0.364, 2:0.400
state=(0.6000000238418579, -0.016153846222620748): best=2 (0.399) | probs: 0:0.235, 1:0.366, 2:0.399
state=(0.6000000238418579, -0.012564102617593914): best=2 (0.399) | probs: 0:0.234, 1:0.367, 2:0.399
state=(0.6000000238418579, -0.00897435901256708): best=2 (0.398) | probs: 0:0.234, 1:0.369, 2:0.398
state=(0.6000000238418579, -0.005384615407540247): best=2 (0.397) | probs: 0:0.233, 1:0.370, 2:0.397
state=(0.6000000238418579, -0.0017948718025134203): best=2 (0.397) | probs: 0:0.232, 1:0.371, 2:0.397
state=(0.6000000238418579, 0.0017948718025134203): best=2 (0.396) | probs: 0:0.232, 1:0.372, 2:0.396
state=(0.6000000238418579, 0.005384615407540247): best=2 (0.395) | probs: 0:0.231, 1:0.374, 2:0.395
state=(0.6000000238418579, 0.008974359012567074): best=2 (0.395) | probs: 0:0.230, 1:0.375, 2:0.395
state=(0.6000000238418579, 0.012564102617593914): best=2 (0.394) | probs: 0:0.230, 1:0.376, 2:0.394
state=(0.6000000238418579, 0.01615384622262074): best=2 (0.394) | probs: 0:0.229, 1:0.377, 2:0.394
state=(0.6000000238418579, 0.019743589827647567): best=2 (0.393) | probs: 0:0.229, 1:0.378, 2:0.393
state=(0.6000000238418579, 0.023333333432674408): best=2 (0.392) | probs: 0:0.228, 1:0.379, 2:0.392
state=(0.6000000238418579, 0.026923077037701235): best=2 (0.392) | probs: 0:0.228, 1:0.380, 2:0.392
state=(0.6000000238418579, 0.03051282064272806): best=2 (0.391) | probs: 0:0.228, 1:0.381, 2:0.391
state=(0.6000000238418579, 0.0341025642477549): best=2 (0.391) | probs: 0:0.227, 1:0.382, 2:0.391
state=(0.6000000238418579, 0.03769230785278173): best=2 (0.390) | probs: 0:0.227, 1:0.383, 2:0.390
state=(0.6000000238418579, 0.04128205145780857): best=2 (0.390) | probs: 0:0.227, 1:0.383, 2:0.390
state=(0.6000000238418579, 0.044871795062835396): best=2 (0.389) | probs: 0:0.227, 1:0.384, 2:0.389
state=(0.6000000238418579, 0.04846153866786222): best=2 (0.389) | probs: 0:0.227, 1:0.385, 2:0.389
state=(0.6000000238418579, 0.05205128227288906): best=2 (0.388) | probs: 0:0.226, 1:0.385, 2:0.388
state=(0.6000000238418579, 0.05564102587791589): best=2 (0.388) | probs: 0:0.226, 1:0.386, 2:0.388
state=(0.6000000238418579, 0.05923076948294273): best=2 (0.387) | probs: 0:0.226, 1:0.386, 2:0.387
state=(0.6000000238418579, 0.06282051308796954): best=1 (0.387) | probs: 0:0.226, 1:0.387, 2:0.387
state=(0.6000000238418579, 0.06641025669299638): best=1 (0.387) | probs: 0:0.226, 1:0.387, 2:0.386
state=(0.6000000238418579, 0.07000000029802322): best=1 (0.388) | probs: 0:0.226, 1:0.388, 2:0.386
